"EffectiveTime","FieldName","Region","Value"
"12-Dec-2019 09:00:00","WIND_ACTUAL","ALL",1588
"12-Dec-2019 09:15:00","WIND_ACTUAL","ALL",1623
"12-Dec-2019 09:30:00","WIND_ACTUAL","ALL",1645
"12-Dec-2019 09:45:00","WIND_ACTUAL","ALL",1692
"12-Dec-2019 10:00:00","WIND_ACTUAL","ALL",1746
"12-Dec-2019 10:15:00","WIND_ACTUAL","ALL",1772
"12-Dec-2019 10:30:00","WIND_ACTUAL","ALL",1808
"12-Dec-2019 10:45:00","WIND_ACTUAL","ALL",1754
"12-Dec-2019 11:00:00","WIND_ACTUAL","ALL",1730
"12-Dec-2019 11:15:00","WIND_ACTUAL","ALL",1705
"12-Dec-2019 11:30:00","WIND_ACTUAL","ALL",1717
"12-Dec-2019 11:45:00","WIND_ACTUAL","ALL",1743
"12-Dec-2019 12:00:00","WIND_ACTUAL","ALL",1700
"12-Dec-2019 12:15:00","WIND_ACTUAL","ALL",1637
"12-Dec-2019 12:30:00","WIND_ACTUAL","ALL",1611
"12-Dec-2019 12:45:00","WIND_ACTUAL","ALL",1583
"12-Dec-2019 13:00:00","WIND_ACTUAL","ALL",1511
"12-Dec-2019 13:15:00","WIND_ACTUAL","ALL",1534
"12-Dec-2019 13:30:00","WIND_ACTUAL","ALL",1499
"12-Dec-2019 13:45:00","WIND_ACTUAL","ALL",1502
"12-Dec-2019 14:00:00","WIND_ACTUAL","ALL",1504
"12-Dec-2019 14:15:00","WIND_ACTUAL","ALL",1464
"12-Dec-2019 14:30:00","WIND_ACTUAL","ALL",1424
"12-Dec-2019 14:45:00","WIND_ACTUAL","ALL",1485
"12-Dec-2019 15:00:00","WIND_ACTUAL","ALL",1437
"12-Dec-2019 15:15:00","WIND_ACTUAL","ALL",1484
"12-Dec-2019 15:30:00","WIND_ACTUAL","ALL",1607
"12-Dec-2019 15:45:00","WIND_ACTUAL","ALL",1710
"12-Dec-2019 16:00:00","WIND_ACTUAL","ALL",1840
"12-Dec-2019 16:15:00","WIND_ACTUAL","ALL",1862
"12-Dec-2019 16:30:00","WIND_ACTUAL","ALL",1903
"12-Dec-2019 16:45:00","WIND_ACTUAL","ALL",1956
"12-Dec-2019 17:00:00","WIND_ACTUAL","ALL",1857
"12-Dec-2019 17:15:00","WIND_ACTUAL","ALL",2060
"12-Dec-2019 17:30:00","WIND_ACTUAL","ALL",2095
"12-Dec-2019 17:45:00","WIND_ACTUAL","ALL",2142
"12-Dec-2019 18:00:00","WIND_ACTUAL","ALL",2234
"12-Dec-2019 18:15:00","WIND_ACTUAL","ALL",2278
"12-Dec-2019 18:30:00","WIND_ACTUAL","ALL",2337
"12-Dec-2019 18:45:00","WIND_ACTUAL","ALL",2477
"12-Dec-2019 19:00:00","WIND_ACTUAL","ALL",2506
"12-Dec-2019 19:15:00","WIND_ACTUAL","ALL",2462
"12-Dec-2019 19:30:00","WIND_ACTUAL","ALL",2608
"12-Dec-2019 19:45:00","WIND_ACTUAL","ALL",2714
"12-Dec-2019 20:00:00","WIND_ACTUAL","ALL",2737
"12-Dec-2019 20:15:00","WIND_ACTUAL","ALL",2717
"12-Dec-2019 20:30:00","WIND_ACTUAL","ALL",2720
"12-Dec-2019 20:45:00","WIND_ACTUAL","ALL",2708
"12-Dec-2019 21:00:00","WIND_ACTUAL","ALL",2685
"12-Dec-2019 21:15:00","WIND_ACTUAL","ALL",2705
"12-Dec-2019 21:30:00","WIND_ACTUAL","ALL",2641
"12-Dec-2019 21:45:00","WIND_ACTUAL","ALL",2650
"12-Dec-2019 22:00:00","WIND_ACTUAL","ALL",2627
"12-Dec-2019 22:15:00","WIND_ACTUAL","ALL",2682
"12-Dec-2019 22:30:00","WIND_ACTUAL","ALL",2716
"12-Dec-2019 22:45:00","WIND_ACTUAL","ALL",2705
"12-Dec-2019 23:00:00","WIND_ACTUAL","ALL",2730
"12-Dec-2019 23:15:00","WIND_ACTUAL","ALL",2751
"12-Dec-2019 23:30:00","WIND_ACTUAL","ALL",2730
"12-Dec-2019 23:45:00","WIND_ACTUAL","ALL",2725
"13-Dec-2019 00:00:00","WIND_ACTUAL","ALL",2802
"13-Dec-2019 00:15:00","WIND_ACTUAL","ALL",2871
"13-Dec-2019 00:30:00","WIND_ACTUAL","ALL",2810
"13-Dec-2019 00:45:00","WIND_ACTUAL","ALL",2859
"13-Dec-2019 01:00:00","WIND_ACTUAL","ALL",2744
"13-Dec-2019 01:15:00","WIND_ACTUAL","ALL",2752
"13-Dec-2019 01:30:00","WIND_ACTUAL","ALL",2693
"13-Dec-2019 01:45:00","WIND_ACTUAL","ALL",2664
"13-Dec-2019 02:00:00","WIND_ACTUAL","ALL",2633
"13-Dec-2019 02:15:00","WIND_ACTUAL","ALL",2631
"13-Dec-2019 02:30:00","WIND_ACTUAL","ALL",2580
"13-Dec-2019 02:45:00","WIND_ACTUAL","ALL",2566
"13-Dec-2019 03:00:00","WIND_ACTUAL","ALL",2576
"13-Dec-2019 03:15:00","WIND_ACTUAL","ALL",2535
"13-Dec-2019 03:30:00","WIND_ACTUAL","ALL",2503
"13-Dec-2019 03:45:00","WIND_ACTUAL","ALL",2485
"13-Dec-2019 04:00:00","WIND_ACTUAL","ALL",2498
"13-Dec-2019 04:15:00","WIND_ACTUAL","ALL",2471
"13-Dec-2019 04:30:00","WIND_ACTUAL","ALL",2468
"13-Dec-2019 04:45:00","WIND_ACTUAL","ALL",2470
"13-Dec-2019 05:00:00","WIND_ACTUAL","ALL",2477
"13-Dec-2019 05:15:00","WIND_ACTUAL","ALL",2495
"13-Dec-2019 05:30:00","WIND_ACTUAL","ALL",2547
"13-Dec-2019 05:45:00","WIND_ACTUAL","ALL",2598
"13-Dec-2019 06:00:00","WIND_ACTUAL","ALL",2775
"13-Dec-2019 06:15:00","WIND_ACTUAL","ALL",2756
"13-Dec-2019 06:30:00","WIND_ACTUAL","ALL",2819
"13-Dec-2019 06:45:00","WIND_ACTUAL","ALL",3002
"13-Dec-2019 07:00:00","WIND_ACTUAL","ALL",3211
"13-Dec-2019 07:15:00","WIND_ACTUAL","ALL",3414
"13-Dec-2019 07:30:00","WIND_ACTUAL","ALL",3519
"13-Dec-2019 07:45:00","WIND_ACTUAL","ALL",3526
"13-Dec-2019 08:00:00","WIND_ACTUAL","ALL",3520
"13-Dec-2019 08:15:00","WIND_ACTUAL","ALL",3477
"13-Dec-2019 08:30:00","WIND_ACTUAL","ALL",3326
"13-Dec-2019 08:45:00","WIND_ACTUAL","ALL",3254
"13-Dec-2019 09:00:00","WIND_ACTUAL","ALL",3219
"13-Dec-2019 09:15:00","WIND_ACTUAL","ALL",3172
"13-Dec-2019 09:30:00","WIND_ACTUAL","ALL",3112
"13-Dec-2019 09:45:00","WIND_ACTUAL","ALL",3041
"13-Dec-2019 10:00:00","WIND_ACTUAL","ALL",2915
"13-Dec-2019 10:15:00","WIND_ACTUAL","ALL",2916
"13-Dec-2019 10:30:00","WIND_ACTUAL","ALL",2994
"13-Dec-2019 10:45:00","WIND_ACTUAL","ALL",2992
"13-Dec-2019 11:00:00","WIND_ACTUAL","ALL",2946
"13-Dec-2019 11:15:00","WIND_ACTUAL","ALL",2974
"13-Dec-2019 11:30:00","WIND_ACTUAL","ALL",2913
"13-Dec-2019 11:45:00","WIND_ACTUAL","ALL",2915
"13-Dec-2019 12:00:00","WIND_ACTUAL","ALL",2916
"13-Dec-2019 12:15:00","WIND_ACTUAL","ALL",2988
"13-Dec-2019 12:30:00","WIND_ACTUAL","ALL",2984
"13-Dec-2019 12:45:00","WIND_ACTUAL","ALL",2964
"13-Dec-2019 13:00:00","WIND_ACTUAL","ALL",2821
"13-Dec-2019 13:15:00","WIND_ACTUAL","ALL",2700
"13-Dec-2019 13:30:00","WIND_ACTUAL","ALL",2671
"13-Dec-2019 13:45:00","WIND_ACTUAL","ALL",2635
"13-Dec-2019 14:00:00","WIND_ACTUAL","ALL",2473
"13-Dec-2019 14:15:00","WIND_ACTUAL","ALL",2354
"13-Dec-2019 14:30:00","WIND_ACTUAL","ALL",2199
"13-Dec-2019 14:45:00","WIND_ACTUAL","ALL",2115
"13-Dec-2019 15:00:00","WIND_ACTUAL","ALL",2068
"13-Dec-2019 15:15:00","WIND_ACTUAL","ALL",1940
"13-Dec-2019 15:30:00","WIND_ACTUAL","ALL",1835
"13-Dec-2019 15:45:00","WIND_ACTUAL","ALL",1751
"13-Dec-2019 16:00:00","WIND_ACTUAL","ALL",1693
"13-Dec-2019 16:15:00","WIND_ACTUAL","ALL",1703
"13-Dec-2019 16:30:00","WIND_ACTUAL","ALL",1799
"13-Dec-2019 16:45:00","WIND_ACTUAL","ALL",1671
"13-Dec-2019 17:00:00","WIND_ACTUAL","ALL",1721
"13-Dec-2019 17:15:00","WIND_ACTUAL","ALL",1863
"13-Dec-2019 17:30:00","WIND_ACTUAL","ALL",1742
"13-Dec-2019 17:45:00","WIND_ACTUAL","ALL",1794
"13-Dec-2019 18:00:00","WIND_ACTUAL","ALL",2198
"13-Dec-2019 18:15:00","WIND_ACTUAL","ALL",2155
"13-Dec-2019 18:30:00","WIND_ACTUAL","ALL",2263
"13-Dec-2019 18:45:00","WIND_ACTUAL","ALL",2345
"13-Dec-2019 19:00:00","WIND_ACTUAL","ALL",2358
"13-Dec-2019 19:15:00","WIND_ACTUAL","ALL",2486
"13-Dec-2019 19:30:00","WIND_ACTUAL","ALL",2702
"13-Dec-2019 19:45:00","WIND_ACTUAL","ALL",2840
"13-Dec-2019 20:00:00","WIND_ACTUAL","ALL",2915
"13-Dec-2019 20:15:00","WIND_ACTUAL","ALL",2888
"13-Dec-2019 20:30:00","WIND_ACTUAL","ALL",3118
"13-Dec-2019 20:45:00","WIND_ACTUAL","ALL",3158
"13-Dec-2019 21:00:00","WIND_ACTUAL","ALL",3234
"13-Dec-2019 21:15:00","WIND_ACTUAL","ALL",3250
"13-Dec-2019 21:30:00","WIND_ACTUAL","ALL",3227
"13-Dec-2019 21:45:00","WIND_ACTUAL","ALL",3196
"13-Dec-2019 22:00:00","WIND_ACTUAL","ALL",3225
"13-Dec-2019 22:15:00","WIND_ACTUAL","ALL",3288
"13-Dec-2019 22:30:00","WIND_ACTUAL","ALL",3255
"13-Dec-2019 22:45:00","WIND_ACTUAL","ALL",3305
"13-Dec-2019 23:00:00","WIND_ACTUAL","ALL",3256
"13-Dec-2019 23:15:00","WIND_ACTUAL","ALL",3259
"13-Dec-2019 23:30:00","WIND_ACTUAL","ALL",3239
"13-Dec-2019 23:45:00","WIND_ACTUAL","ALL",3120
"14-Dec-2019 00:00:00","WIND_ACTUAL","ALL",3038
"14-Dec-2019 00:15:00","WIND_ACTUAL","ALL",3071
"14-Dec-2019 00:30:00","WIND_ACTUAL","ALL",2947
"14-Dec-2019 00:45:00","WIND_ACTUAL","ALL",2893
"14-Dec-2019 01:00:00","WIND_ACTUAL","ALL",2801
"14-Dec-2019 01:15:00","WIND_ACTUAL","ALL",2762
"14-Dec-2019 01:30:00","WIND_ACTUAL","ALL",2730
"14-Dec-2019 01:45:00","WIND_ACTUAL","ALL",2706
"14-Dec-2019 02:00:00","WIND_ACTUAL","ALL",2604
"14-Dec-2019 02:15:00","WIND_ACTUAL","ALL",2591
"14-Dec-2019 02:30:00","WIND_ACTUAL","ALL",2552
"14-Dec-2019 02:45:00","WIND_ACTUAL","ALL",2470
"14-Dec-2019 03:00:00","WIND_ACTUAL","ALL",2416
"14-Dec-2019 03:15:00","WIND_ACTUAL","ALL",2307
"14-Dec-2019 03:30:00","WIND_ACTUAL","ALL",2240
"14-Dec-2019 03:45:00","WIND_ACTUAL","ALL",2239
"14-Dec-2019 04:00:00","WIND_ACTUAL","ALL",2248
"14-Dec-2019 04:15:00","WIND_ACTUAL","ALL",2258
"14-Dec-2019 04:30:00","WIND_ACTUAL","ALL",2246
"14-Dec-2019 04:45:00","WIND_ACTUAL","ALL",2204
"14-Dec-2019 05:00:00","WIND_ACTUAL","ALL",2192
"14-Dec-2019 05:15:00","WIND_ACTUAL","ALL",2249
"14-Dec-2019 05:30:00","WIND_ACTUAL","ALL",2259
"14-Dec-2019 05:45:00","WIND_ACTUAL","ALL",2258
"14-Dec-2019 06:00:00","WIND_ACTUAL","ALL",2314
"14-Dec-2019 06:15:00","WIND_ACTUAL","ALL",2416
"14-Dec-2019 06:30:00","WIND_ACTUAL","ALL",2473
"14-Dec-2019 06:45:00","WIND_ACTUAL","ALL",2511
"14-Dec-2019 07:00:00","WIND_ACTUAL","ALL",2566
"14-Dec-2019 07:15:00","WIND_ACTUAL","ALL",2761
"14-Dec-2019 07:30:00","WIND_ACTUAL","ALL",2890
"14-Dec-2019 07:45:00","WIND_ACTUAL","ALL",2958
"14-Dec-2019 08:00:00","WIND_ACTUAL","ALL",3033
"14-Dec-2019 08:15:00","WIND_ACTUAL","ALL",3120
"14-Dec-2019 08:30:00","WIND_ACTUAL","ALL",3181
"14-Dec-2019 08:45:00","WIND_ACTUAL","ALL",3208
"14-Dec-2019 09:00:00","WIND_ACTUAL","ALL",3259
"14-Dec-2019 09:15:00","WIND_ACTUAL","ALL",3220
"14-Dec-2019 09:30:00","WIND_ACTUAL","ALL",3254
"14-Dec-2019 09:45:00","WIND_ACTUAL","ALL",3378
"14-Dec-2019 10:00:00","WIND_ACTUAL","ALL",3388
"14-Dec-2019 10:15:00","WIND_ACTUAL","ALL",3410
"14-Dec-2019 10:30:00","WIND_ACTUAL","ALL",3348
"14-Dec-2019 10:45:00","WIND_ACTUAL","ALL",3270
"14-Dec-2019 11:00:00","WIND_ACTUAL","ALL",3200
"14-Dec-2019 11:15:00","WIND_ACTUAL","ALL",3140
"14-Dec-2019 11:30:00","WIND_ACTUAL","ALL",3060
"14-Dec-2019 11:45:00","WIND_ACTUAL","ALL",2995
"14-Dec-2019 12:00:00","WIND_ACTUAL","ALL",2947
"14-Dec-2019 12:15:00","WIND_ACTUAL","ALL",3119
"14-Dec-2019 12:30:00","WIND_ACTUAL","ALL",3128
"14-Dec-2019 12:45:00","WIND_ACTUAL","ALL",2958
"14-Dec-2019 13:00:00","WIND_ACTUAL","ALL",2930
"14-Dec-2019 13:15:00","WIND_ACTUAL","ALL",2700
"14-Dec-2019 13:30:00","WIND_ACTUAL","ALL",2609
"14-Dec-2019 13:45:00","WIND_ACTUAL","ALL",2486
"14-Dec-2019 14:00:00","WIND_ACTUAL","ALL",2502
"14-Dec-2019 14:15:00","WIND_ACTUAL","ALL",2431
"14-Dec-2019 14:30:00","WIND_ACTUAL","ALL",2297
"14-Dec-2019 14:45:00","WIND_ACTUAL","ALL",2249
"14-Dec-2019 15:00:00","WIND_ACTUAL","ALL",2186
"14-Dec-2019 15:15:00","WIND_ACTUAL","ALL",2118
"14-Dec-2019 15:30:00","WIND_ACTUAL","ALL",2058
"14-Dec-2019 15:45:00","WIND_ACTUAL","ALL",1963
"14-Dec-2019 16:00:00","WIND_ACTUAL","ALL",1927
"14-Dec-2019 16:15:00","WIND_ACTUAL","ALL",1823
"14-Dec-2019 16:30:00","WIND_ACTUAL","ALL",1783
"14-Dec-2019 16:45:00","WIND_ACTUAL","ALL",1734
"14-Dec-2019 17:00:00","WIND_ACTUAL","ALL",1733
"14-Dec-2019 17:15:00","WIND_ACTUAL","ALL",1688
"14-Dec-2019 17:30:00","WIND_ACTUAL","ALL",1711
"14-Dec-2019 17:45:00","WIND_ACTUAL","ALL",1695
"14-Dec-2019 18:00:00","WIND_ACTUAL","ALL",1656
"14-Dec-2019 18:15:00","WIND_ACTUAL","ALL",1520
"14-Dec-2019 18:30:00","WIND_ACTUAL","ALL",1571
"14-Dec-2019 18:45:00","WIND_ACTUAL","ALL",1604
"14-Dec-2019 19:00:00","WIND_ACTUAL","ALL",1459
"14-Dec-2019 19:15:00","WIND_ACTUAL","ALL",1403
"14-Dec-2019 19:30:00","WIND_ACTUAL","ALL",1427
"14-Dec-2019 19:45:00","WIND_ACTUAL","ALL",1485
"14-Dec-2019 20:00:00","WIND_ACTUAL","ALL",1517
"14-Dec-2019 20:15:00","WIND_ACTUAL","ALL",1476
"14-Dec-2019 20:30:00","WIND_ACTUAL","ALL",1334
"14-Dec-2019 20:45:00","WIND_ACTUAL","ALL",1243
"14-Dec-2019 21:00:00","WIND_ACTUAL","ALL",1299
"14-Dec-2019 21:15:00","WIND_ACTUAL","ALL",1354
"14-Dec-2019 21:30:00","WIND_ACTUAL","ALL",1329
"14-Dec-2019 21:45:00","WIND_ACTUAL","ALL",1485
"14-Dec-2019 22:00:00","WIND_ACTUAL","ALL",1624
"14-Dec-2019 22:15:00","WIND_ACTUAL","ALL",1479
"14-Dec-2019 22:30:00","WIND_ACTUAL","ALL",1442
"14-Dec-2019 22:45:00","WIND_ACTUAL","ALL",1406
"14-Dec-2019 23:00:00","WIND_ACTUAL","ALL",1451
"14-Dec-2019 23:15:00","WIND_ACTUAL","ALL",1485
"14-Dec-2019 23:30:00","WIND_ACTUAL","ALL",1562
"14-Dec-2019 23:45:00","WIND_ACTUAL","ALL",1642
"15-Dec-2019 00:00:00","WIND_ACTUAL","ALL",1721
"15-Dec-2019 00:15:00","WIND_ACTUAL","ALL",1821
"15-Dec-2019 00:30:00","WIND_ACTUAL","ALL",1931
"15-Dec-2019 00:45:00","WIND_ACTUAL","ALL",1935
"15-Dec-2019 01:00:00","WIND_ACTUAL","ALL",1906
"15-Dec-2019 01:15:00","WIND_ACTUAL","ALL",1934
"15-Dec-2019 01:30:00","WIND_ACTUAL","ALL",1981
"15-Dec-2019 01:45:00","WIND_ACTUAL","ALL",2001
"15-Dec-2019 02:00:00","WIND_ACTUAL","ALL",1934
"15-Dec-2019 02:15:00","WIND_ACTUAL","ALL",1867
"15-Dec-2019 02:30:00","WIND_ACTUAL","ALL",1674
"15-Dec-2019 02:45:00","WIND_ACTUAL","ALL",1530
"15-Dec-2019 03:00:00","WIND_ACTUAL","ALL",1452
"15-Dec-2019 03:15:00","WIND_ACTUAL","ALL",1449
"15-Dec-2019 03:30:00","WIND_ACTUAL","ALL",1321
"15-Dec-2019 03:45:00","WIND_ACTUAL","ALL",1346
"15-Dec-2019 04:00:00","WIND_ACTUAL","ALL",1233
"15-Dec-2019 04:15:00","WIND_ACTUAL","ALL",1135
"15-Dec-2019 04:30:00","WIND_ACTUAL","ALL",1178
"15-Dec-2019 04:45:00","WIND_ACTUAL","ALL",1106
"15-Dec-2019 05:00:00","WIND_ACTUAL","ALL",984
"15-Dec-2019 05:15:00","WIND_ACTUAL","ALL",990
"15-Dec-2019 05:30:00","WIND_ACTUAL","ALL",1002
"15-Dec-2019 05:45:00","WIND_ACTUAL","ALL",949
"15-Dec-2019 06:00:00","WIND_ACTUAL","ALL",884
"15-Dec-2019 06:15:00","WIND_ACTUAL","ALL",895
"15-Dec-2019 06:30:00","WIND_ACTUAL","ALL",907
"15-Dec-2019 06:45:00","WIND_ACTUAL","ALL",969
"15-Dec-2019 07:00:00","WIND_ACTUAL","ALL",994
"15-Dec-2019 07:15:00","WIND_ACTUAL","ALL",1037
"15-Dec-2019 07:30:00","WIND_ACTUAL","ALL",1068
"15-Dec-2019 07:45:00","WIND_ACTUAL","ALL",1040
"15-Dec-2019 08:00:00","WIND_ACTUAL","ALL",980
"15-Dec-2019 08:15:00","WIND_ACTUAL","ALL",950
"15-Dec-2019 08:30:00","WIND_ACTUAL","ALL",896
"15-Dec-2019 08:45:00","WIND_ACTUAL","ALL",917
"15-Dec-2019 09:00:00","WIND_ACTUAL","ALL",932
"15-Dec-2019 09:15:00","WIND_ACTUAL","ALL",929
"15-Dec-2019 09:30:00","WIND_ACTUAL","ALL",859
"15-Dec-2019 09:45:00","WIND_ACTUAL","ALL",832
"15-Dec-2019 10:00:00","WIND_ACTUAL","ALL",797
"15-Dec-2019 10:15:00","WIND_ACTUAL","ALL",824
"15-Dec-2019 10:30:00","WIND_ACTUAL","ALL",885
"15-Dec-2019 10:45:00","WIND_ACTUAL","ALL",828
"15-Dec-2019 11:00:00","WIND_ACTUAL","ALL",913
"15-Dec-2019 11:15:00","WIND_ACTUAL","ALL",965
"15-Dec-2019 11:30:00","WIND_ACTUAL","ALL",974
"15-Dec-2019 11:45:00","WIND_ACTUAL","ALL",986
"15-Dec-2019 12:00:00","WIND_ACTUAL","ALL",927
"15-Dec-2019 12:15:00","WIND_ACTUAL","ALL",974
"15-Dec-2019 12:30:00","WIND_ACTUAL","ALL",1036
"15-Dec-2019 12:45:00","WIND_ACTUAL","ALL",1083
"15-Dec-2019 13:00:00","WIND_ACTUAL","ALL",1137
"15-Dec-2019 13:15:00","WIND_ACTUAL","ALL",1256
"15-Dec-2019 13:30:00","WIND_ACTUAL","ALL",1280
"15-Dec-2019 13:45:00","WIND_ACTUAL","ALL",1242
"15-Dec-2019 14:00:00","WIND_ACTUAL","ALL",1339
"15-Dec-2019 14:15:00","WIND_ACTUAL","ALL",1341
"15-Dec-2019 14:30:00","WIND_ACTUAL","ALL",1324
"15-Dec-2019 14:45:00","WIND_ACTUAL","ALL",1320
"15-Dec-2019 15:00:00","WIND_ACTUAL","ALL",1471
"15-Dec-2019 15:15:00","WIND_ACTUAL","ALL",1545
"15-Dec-2019 15:30:00","WIND_ACTUAL","ALL",1557
"15-Dec-2019 15:45:00","WIND_ACTUAL","ALL",1684
"15-Dec-2019 16:00:00","WIND_ACTUAL","ALL",1785
"15-Dec-2019 16:15:00","WIND_ACTUAL","ALL",1902
"15-Dec-2019 16:30:00","WIND_ACTUAL","ALL",1891
"15-Dec-2019 16:45:00","WIND_ACTUAL","ALL",1858
"15-Dec-2019 17:00:00","WIND_ACTUAL","ALL",1808
"15-Dec-2019 17:15:00","WIND_ACTUAL","ALL",1852
"15-Dec-2019 17:30:00","WIND_ACTUAL","ALL",1914
"15-Dec-2019 17:45:00","WIND_ACTUAL","ALL",1858
"15-Dec-2019 18:00:00","WIND_ACTUAL","ALL",1935
"15-Dec-2019 18:15:00","WIND_ACTUAL","ALL",1969
"15-Dec-2019 18:30:00","WIND_ACTUAL","ALL",1926
"15-Dec-2019 18:45:00","WIND_ACTUAL","ALL",1864
"15-Dec-2019 19:00:00","WIND_ACTUAL","ALL",1772
"15-Dec-2019 19:15:00","WIND_ACTUAL","ALL",1788
"15-Dec-2019 19:30:00","WIND_ACTUAL","ALL",1928
"15-Dec-2019 19:45:00","WIND_ACTUAL","ALL",1889
"15-Dec-2019 20:00:00","WIND_ACTUAL","ALL",1844
"15-Dec-2019 20:15:00","WIND_ACTUAL","ALL",1862
"15-Dec-2019 20:30:00","WIND_ACTUAL","ALL",1842
"15-Dec-2019 20:45:00","WIND_ACTUAL","ALL",1831
"15-Dec-2019 21:00:00","WIND_ACTUAL","ALL",1797
"15-Dec-2019 21:15:00","WIND_ACTUAL","ALL",1753
"15-Dec-2019 21:30:00","WIND_ACTUAL","ALL",1779
"15-Dec-2019 21:45:00","WIND_ACTUAL","ALL",1717
"15-Dec-2019 22:00:00","WIND_ACTUAL","ALL",1721
"15-Dec-2019 22:15:00","WIND_ACTUAL","ALL",1799
"15-Dec-2019 22:30:00","WIND_ACTUAL","ALL",1775
"15-Dec-2019 22:45:00","WIND_ACTUAL","ALL",1690
"15-Dec-2019 23:00:00","WIND_ACTUAL","ALL",1666
"15-Dec-2019 23:15:00","WIND_ACTUAL","ALL",1748
"15-Dec-2019 23:30:00","WIND_ACTUAL","ALL",1672
"15-Dec-2019 23:45:00","WIND_ACTUAL","ALL",1623
"16-Dec-2019 00:00:00","WIND_ACTUAL","ALL",1532
"16-Dec-2019 00:15:00","WIND_ACTUAL","ALL",1464
"16-Dec-2019 00:30:00","WIND_ACTUAL","ALL",1346
"16-Dec-2019 00:45:00","WIND_ACTUAL","ALL",1246
"16-Dec-2019 01:00:00","WIND_ACTUAL","ALL",1207
"16-Dec-2019 01:15:00","WIND_ACTUAL","ALL",1179
"16-Dec-2019 01:30:00","WIND_ACTUAL","ALL",1076
"16-Dec-2019 01:45:00","WIND_ACTUAL","ALL",1131
"16-Dec-2019 02:00:00","WIND_ACTUAL","ALL",1084
"16-Dec-2019 02:15:00","WIND_ACTUAL","ALL",1055
"16-Dec-2019 02:30:00","WIND_ACTUAL","ALL",1007
"16-Dec-2019 02:45:00","WIND_ACTUAL","ALL",967
"16-Dec-2019 03:00:00","WIND_ACTUAL","ALL",1037
"16-Dec-2019 03:15:00","WIND_ACTUAL","ALL",1185
"16-Dec-2019 03:30:00","WIND_ACTUAL","ALL",1268
"16-Dec-2019 03:45:00","WIND_ACTUAL","ALL",1283
"16-Dec-2019 04:00:00","WIND_ACTUAL","ALL",1365
"16-Dec-2019 04:15:00","WIND_ACTUAL","ALL",1474
"16-Dec-2019 04:30:00","WIND_ACTUAL","ALL",1507
"16-Dec-2019 04:45:00","WIND_ACTUAL","ALL",1606
"16-Dec-2019 05:00:00","WIND_ACTUAL","ALL",1627
"16-Dec-2019 05:15:00","WIND_ACTUAL","ALL",1480
"16-Dec-2019 05:30:00","WIND_ACTUAL","ALL",1479
"16-Dec-2019 05:45:00","WIND_ACTUAL","ALL",1441
"16-Dec-2019 06:00:00","WIND_ACTUAL","ALL",1450
"16-Dec-2019 06:15:00","WIND_ACTUAL","ALL",1570
"16-Dec-2019 06:30:00","WIND_ACTUAL","ALL",1689
"16-Dec-2019 06:45:00","WIND_ACTUAL","ALL",1656
"16-Dec-2019 07:00:00","WIND_ACTUAL","ALL",1679
"16-Dec-2019 07:15:00","WIND_ACTUAL","ALL",1650
"16-Dec-2019 07:30:00","WIND_ACTUAL","ALL",1685
"16-Dec-2019 07:45:00","WIND_ACTUAL","ALL",1663
"16-Dec-2019 08:00:00","WIND_ACTUAL","ALL",1681
"16-Dec-2019 08:15:00","WIND_ACTUAL","ALL",1678
"16-Dec-2019 08:30:00","WIND_ACTUAL","ALL",1675
"16-Dec-2019 08:45:00","WIND_ACTUAL","ALL",1656
"16-Dec-2019 09:00:00","WIND_ACTUAL","ALL",1616
"16-Dec-2019 09:15:00","WIND_ACTUAL","ALL",1647
"16-Dec-2019 09:30:00","WIND_ACTUAL","ALL",1536
"16-Dec-2019 09:45:00","WIND_ACTUAL","ALL",1561
"16-Dec-2019 10:00:00","WIND_ACTUAL","ALL",1617
"16-Dec-2019 10:15:00","WIND_ACTUAL","ALL",1589
"16-Dec-2019 10:30:00","WIND_ACTUAL","ALL",1555
"16-Dec-2019 10:45:00","WIND_ACTUAL","ALL",1536
"16-Dec-2019 11:00:00","WIND_ACTUAL","ALL",1502
"16-Dec-2019 11:15:00","WIND_ACTUAL","ALL",1543
"16-Dec-2019 11:30:00","WIND_ACTUAL","ALL",1545
"16-Dec-2019 11:45:00","WIND_ACTUAL","ALL",1506
"16-Dec-2019 12:00:00","WIND_ACTUAL","ALL",1423
"16-Dec-2019 12:15:00","WIND_ACTUAL","ALL",1475
"16-Dec-2019 12:30:00","WIND_ACTUAL","ALL",1476
"16-Dec-2019 12:45:00","WIND_ACTUAL","ALL",1471
"16-Dec-2019 13:00:00","WIND_ACTUAL","ALL",1458
"16-Dec-2019 13:15:00","WIND_ACTUAL","ALL",1415
"16-Dec-2019 13:30:00","WIND_ACTUAL","ALL",1403
"16-Dec-2019 13:45:00","WIND_ACTUAL","ALL",1405
"16-Dec-2019 14:00:00","WIND_ACTUAL","ALL",1427
"16-Dec-2019 14:15:00","WIND_ACTUAL","ALL",1412
"16-Dec-2019 14:30:00","WIND_ACTUAL","ALL",1403
"16-Dec-2019 14:45:00","WIND_ACTUAL","ALL",1462
"16-Dec-2019 15:00:00","WIND_ACTUAL","ALL",1511
"16-Dec-2019 15:15:00","WIND_ACTUAL","ALL",1561
"16-Dec-2019 15:30:00","WIND_ACTUAL","ALL",1542
